ID,UniqueBitFlag,UiQuestDetailsThemeID
3786,1979,0
3787,1971,0
3788,1971,0
3789,1964,0
3790,1964,0
3791,1975,0
3801,1977,0
3802,1978,0
3821,1981,0
3822,1982,0
3823,1983,0
3824,1984,0
3825,1985,0
3841,1986,0
3842,1987,0
3843,1988,0
3844,1989,0
3845,1990,0
3881,1991,0
3882,1992,0
3883,1993,0
3884,1994,0
3885,1995,0
3901,1996,0
3902,1997,0
3903,1998,0
3904,1999,0
3905,2000,0
3906,2001,0
3907,2002,0
3908,2003,0
3909,2004,0
3910,2005,0
3911,2120,0
3912,2007,0
3913,2008,0
3914,2009,0
3921,2010,0
3922,2011,0
3923,2012,0
3924,2013,0
3941,2014,0
3942,2015,0
3961,2016,0
3962,2017,0
3981,2018,0
3982,2019,0
4001,2020,0
4002,2021,0
4003,2022,0
4004,2023,0
4005,2024,0
4021,2025,0
4022,2026,0
4023,2027,0
4024,2028,0
4061,1976,0
4062,2029,0
4063,2030,0
4081,2031,0
4082,2032,0
4083,2033,0
4084,2034,0
4101,2035,0
4102,2036,0
4120,2124,0
4121,2048,0
4122,2049,0
4123,2050,0
4124,2051,0
4125,2052,0
4126,2053,0
4127,2054,0
4128,2055,0
4129,2056,0
4130,2057,0
4131,2058,0
4132,2059,0
4133,2060,0
4134,2061,0
4135,2062,0
4136,2063,0
4141,2064,0
4142,2065,0
4143,2066,0
4144,2199,0
4145,2067,0
4146,2068,0
4147,2069,0
4148,2198,0
4161,1945,0
4181,1949,0
4182,1952,0
4183,1956,0
4184,1958,0
4185,1963,0
4186,1970,0
4201,1950,0
4223,1019,0
4224,1948,0
4241,2075,0
4242,2076,0
4243,2077,0
4244,2078,0
4245,2079,0
4261,2080,0
4262,2081,0
4263,2082,0
4264,2083,0
4265,1972,0
4266,2084,0
4267,2085,0
4281,2086,0
4282,2087,0
4283,2088,0
4284,2089,0
4285,2090,0
4286,2091,0
4287,2092,0
4288,2093,0
4289,2094,0
4290,2095,0
4291,2096,0
4292,2097,0
4293,2098,0
4294,2099,0
4296,1333,0
4297,1334,0
4298,1340,0
4299,1343,0
4300,1753,0
4301,1754,0
4321,1755,0
4322,1756,0
4323,2100,0
4324,2101,0
4341,2037,0
4342,2038,0
4361,2040,0
4362,2041,0
4363,2042,0
4402,2043,0
4421,1599,0
4441,1768,0
4442,1954,0
4449,1696,0
4450,1843,0
4451,1916,0
4485,1769,0
4486,1769,0
4487,1770,0
4488,1770,0
4489,1770,0
4490,2045,0
4491,1944,0
4492,1946,0
4493,2044,0
4494,2046,0
4495,2047,0
4496,2102,0
4501,2103,0
4502,2104,0
4503,2105,0
4504,2106,0
4505,2107,0
4506,1933,0
4507,2108,0
4508,2109,0
4509,2110,0
4510,2111,0
4511,2112,0
4512,2113,0
4513,2114,0
4521,2115,0
4541,2116,0
4542,2117,0
4581,2118,0
4601,1731,0
4602,1731,0
4605,1732,0
4606,1732,0
4621,2119,0
4641,2120,0
4642,2121,0
4681,2123,0
4701,2125,0
4721,2126,0
4722,2127,0
4723,2128,0
4724,2129,0
4725,2130,0
4726,2131,0
4727,2132,0
4728,2133,0
4729,2134,0
4730,2135,0
4731,2136,0
4732,2137,0
4733,2138,0
4734,2139,0
4735,2140,0
4736,2141,0
4737,2141,0
4738,2141,0
4739,2141,0
4740,2142,0
4741,2143,0
4742,2144,0
4743,2145,0
4761,2146,0
4762,2147,0
4763,2148,0
4764,2149,0
4765,2150,0
4766,2151,0
4767,2152,0
4768,2153,0
4769,2154,0
4770,2155,0
4771,2156,0
4781,2157,0
4782,2158,0
4783,2159,0
4784,2160,0
4786,2162,0
4787,2161,0
4788,2163,0
4808,2164,0
4809,2165,0
4810,2166,0
4811,2167,0
4812,2168,0
4813,2169,0
4821,2170,0
4822,863,0
4841,2171,0
4842,3462,0
4861,2172,0
4862,2173,0
4863,2174,0
4864,2175,0
4865,2176,0
4866,2177,0
4867,2178,0
4881,2179,0
4882,2180,0
4883,2181,0
4901,2182,0
4902,2183,0
4903,2184,0
4904,2185,0
4905,2186,0
4906,2187,0
4907,2188,0
4921,2189,0
4941,2190,0
4961,1360,0
4962,1394,0
4963,1451,0
4964,1470,0
4965,1475,0
4966,2191,0
4967,1475,0
4968,1475,0
4969,1475,0
4971,2192,0
4972,2193,0
4974,2194,0
4975,2006,0
4976,2195,0
4981,2196,0
4982,2197,0
4983,2200,0
4984,2201,0
4985,2202,0
4986,2203,0
4987,2204,0
5001,2205,0
5002,2206,0
5021,2207,0
5022,2208,0
5023,2209,0
5041,2210,0
5047,838,0
5048,2211,0
5049,2212,0
5050,2215,0
5051,2213,0
5052,2214,0
5054,2216,0
5055,2217,0
5056,2218,0
5057,2219,0
5058,2220,0
5060,2222,0
5061,2223,0
5062,2224,0
5064,2225,0
5065,2221,0
5066,2236,0
5081,2227,0
5082,2228,0
5083,2229,0
5084,2230,0
5085,2231,0
5086,2232,0
5087,2233,0
5088,2234,0
5089,2235,0
5090,2236,0
5091,2236,0
5092,2238,0
5093,2226,0
5094,2226,0
5095,2226,0
5096,2240,0
5097,2241,0
5098,2242,0
5101,2243,0
5102,2244,0
5103,2245,0
5121,2246,0
5123,2247,0
5124,2248,0
5125,2249,0
5126,2250,0
5127,2251,0
5128,2252,0
5141,2253,0
5142,2254,0
5143,2253,0
5144,2253,0
5145,2257,0
5146,2257,0
5147,2259,0
5148,2257,0
5149,2261,0
5151,2263,0
5152,2264,0
5153,2265,0
5154,2266,0
5155,2255,0
5156,2256,0
5157,2258,0
5158,2260,0
5159,2267,0
5160,2268,0
5161,2269,0
5162,2270,0
5163,2271,0
5164,2262,0
5165,2272,0
5166,2273,0
5167,2274,0
5168,2275,0
5181,2276,0
5202,2277,0
5203,2278,0
5204,2279,0
5205,2280,0
5206,2281,0
5207,2282,0
5208,2283,0
5209,2284,0
5210,2285,0
5211,2286,0
5212,2287,0
5213,2288,0
5214,2289,0
5215,2290,0
5216,2333,0
5217,2291,0
5219,2292,0
5220,2293,0
5222,2294,0
5223,2295,0
5225,2297,0
5226,2298,0
5228,2299,0
5229,2300,0
5230,2301,0
5231,2302,0
5232,2303,0
5233,2304,0
5234,2305,0
5235,2306,0
5236,2307,0
5237,2308,0
5238,2309,0
5241,2310,0
5242,2311,0
5243,2312,0
5244,2313,0
5245,2314,0
5246,2315,0
5247,2316,0
5248,2317,0
5249,2318,0
5250,2318,0
5251,2319,0
5252,2320,0
5253,2321,0
5261,2322,0
5262,2323,0
5263,2324,0
5264,2325,0
5265,2326,0
5281,2327,0
5282,2328,0
5283,2329,0
5284,2330,0
5301,2331,0
5302,2332,0
5303,2334,0
5304,2335,0
5305,2337,0
5306,2337,0
5307,2337,0
5321,2336,0
5341,2338,0
5342,2339,0
5343,2340,0
5344,2341,0
5361,2296,0
5381,2343,0
5382,2344,0
5383,2345,0
5384,2346,0
5385,2342,0
5386,2347,0
5401,2349,0
5405,2349,0
5441,2350,0
5461,2351,0
5462,2352,0
5463,2353,0
5464,2354,0
5465,2355,0
5466,2356,0
5481,2357,0
5482,2358,0
5501,2359,0
5502,2784,0
5503,2349,0
5504,2441,0
5505,2473,0
5506,2442,0
5507,2441,0
5511,2482,0
5512,2440,0
5513,2441,0
5514,2464,0
5515,2360,0
5516,2447,0
5517,2448,0
5518,2455,0
5520,2449,0
5521,2448,0
5522,2362,0
5523,2451,0
5524,2448,0
5525,2453,0
5526,2454,0
5527,2458,0
5528,2459,0
5529,2363,0
5530,2457,0
5531,2365,0
5532,2446,0
5533,2366,0
5534,2364,0
5535,2367,0
5536,2368,0
5537,2465,0
5538,2466,0
5541,2348,0
5542,2361,0
5543,2369,0
5544,2370,0
5545,2371,0
5561,2372,0
5581,2373,0
5601,2254,0
5621,2375,0
5622,2376,0
5623,2377,0
5624,2378,0
5625,2379,0
5626,2380,0
5627,2382,0
5628,2382,0
5629,2382,0
5630,2382,0
5631,2382,0
5632,2382,0
5633,2382,0
5634,2384,0
5635,2384,0
5636,2384,0
5637,2384,0
5638,2384,0
5639,2384,0
5640,2384,0
5641,2404,0
5642,2407,0
5643,2407,0
5644,2403,0
5645,2404,0
5646,2403,0
5647,2404,0
5648,2387,0
5649,2388,0
5650,2389,0
5651,2390,0
5652,2392,0
5653,2392,0
5654,2392,0
5655,2392,0
5656,2392,0
5657,2392,0
5658,2394,0
5659,2394,0
5660,2394,0
5661,2394,0
5662,2394,0
5663,2394,0
5664,2395,0
5665,2396,0
5666,2396,0
5667,2396,0
5668,2397,0
5669,2398,0
5670,2398,0
5671,2398,0
5672,2400,0
5673,2400,0
5674,2400,0
5675,2400,0
5676,2402,0
5677,2402,0
5678,2402,0
5679,2403,0
5680,2407,0
5681,2386,0
5682,2408,0
5683,2408,0
5684,2408,0
5685,2409,0
5686,2410,0
5687,2410,0
5688,2411,0
5689,2412,0
5690,2412,0
5691,2413,0
5692,2414,0
5693,2414,0
5694,2415,0
5695,2416,0
5696,2416,0
5697,2416,0
5698,2417,0
5699,2418,0
5700,2418,0
5701,2419,0
5702,2420,0
5703,2420,0
5704,2421,0
5705,2422,0
5706,2422,0
5707,2423,0
5708,2424,0
5709,2424,0
5710,2425,0
5711,2426,0
5712,2426,0
5713,2427,0
5721,2428,0
5722,2429,0
5723,2430,0
5724,2431,0
5725,2432,0
5726,2433,0
5727,2434,0
5728,2435,0
5729,2436,0
5730,2437,0
5741,2438,0
5742,2439,0
5761,2460,0
5762,2461,0
5763,2462,0
5781,2463,0
5801,2467,0
5802,2468,0
5803,2469,0
5804,2470,0
5805,2471,0
5821,2472,0
5841,2474,0
5842,2475,0
5843,2476,0
5844,2477,0
5845,2478,0
5846,2479,0
5847,2480,0
5848,2481,0
5861,2483,0
5862,2484,0
5863,2485,0
5881,2486,0
5882,2487,0
5883,2488,0
5884,2489,0
5885,2490,0
5886,2491,0
5887,2492,0
5888,2493,0
5889,2494,0
5890,2495,0
5891,2496,0
5901,2497,0
5902,2498,0
5903,2499,0
5904,2500,0
5921,2501,0
5922,2502,0
5923,2504,0
5924,2504,0
5925,2504,0
5926,2503,0
5927,2503,0
5928,2503,0
5929,2505,0
5930,2506,0
5931,2507,0
5932,2508,0
5941,2509,0
5942,2510,0
5943,2511,0
5944,2512,0
5961,2513,0
6001,2514,0
6002,2515,0
6003,2516,0
6004,2517,0
6021,2518,0
6022,2519,0
6023,2520,0
6024,2521,0
6025,2522,0
6026,2523,0
6027,2524,0
6028,2525,0
6029,2526,0
6030,2527,0
6031,2528,0
6032,2529,0
6041,2530,0
6042,2531,0
6061,2532,0
6062,2533,0
6063,2534,0
6064,2535,0
6065,2536,0
6066,2536,0
6067,2536,0
6068,2539,0
6069,2539,0
6070,2539,0
6071,2542,0
6072,2542,0
6073,2542,0
6074,2545,0
6075,2545,0
6076,2545,0
6081,2548,0
6082,2549,0
6083,2550,0
6084,2551,0
6085,2552,0
6086,2553,0
6087,2554,0
6088,2555,0
6089,2556,0
6101,2557,0
6102,2558,0
6103,2559,0
6121,2560,0
6122,2561,0
6123,2562,0
6124,2563,0
6125,2564,0
6126,2565,0
6127,2566,0
6128,2567,0
6129,2568,0
6130,2569,0
6132,2570,0
6133,2571,0
6134,2572,0
6135,2573,0
6136,2574,0
6141,2575,0
6142,2576,0
6143,2577,0
6144,2578,0
6145,2579,0
6146,2580,0
6147,2581,0
6148,2582,0
6161,2583,0
6162,2584,0
6163,2585,0
6164,2586,0
6165,2587,0
6181,2588,0
6182,2589,0
6183,2590,0
6184,2591,0
6185,2592,0
6186,2593,0
6187,2594,0
6201,2595,0
6202,2596,0
6261,2597,0
6281,2598,0
6282,2599,0
6283,2600,0
6284,2601,0
6285,2602,0
6301,2603,0
6321,2604,0
6322,2605,0
6323,2606,0
6324,2607,0
6341,2608,0
6342,2609,0
6343,2610,0
6344,2611,0
6361,2612,0
6362,2613,0
6363,2614,0
6364,2615,0
6365,2616,0
6381,2618,0
6382,2620,0
6383,2621,0
6384,2623,0
6385,2624,0
6386,2625,0
6387,2626,0
6388,2627,0
6389,2628,0
6390,2629,0
6391,2630,0
6392,2631,0
6393,2632,0
6394,2633,0
6395,2634,0
6401,704,0
6402,2622,0
6403,2635,0
6421,2636,0
6441,2637,0
6442,2639,0
6461,2640,0
6462,2641,0
6481,2642,0
6482,2643,0
6501,2644,0
6502,2645,0
6503,2646,0
6504,2647,0
6521,2648,0
6522,2649,0
6523,2650,0
6541,2651,0
6542,2652,0
6543,2653,0
6544,2654,0
6548,2655,0
6561,2656,0
6562,2657,0
6563,2658,0
6564,2659,0
6565,2660,0
6566,2661,0
6567,2662,0
6568,2663,0
6569,2664,0
6570,2665,0
6571,2666,0
6582,2667,0
6583,2668,0
6584,2669,0
6585,2670,0
6601,2671,0
6602,2672,0
6603,2673,0
6604,2674,0
6605,2675,0
6606,2676,0
6607,2677,0
6608,2678,0
6609,2679,0
6610,2680,0
6611,2681,0
6612,2682,0
6621,2683,0
6622,2684,0
6623,2685,0
6624,2686,0
6625,2687,0
6626,2688,0
6627,2689,0
6628,2690,0
6629,2691,0
6641,2692,0
6661,2693,0
6662,2694,0
6681,2695,0
6702,2696,0
6704,2697,0
6706,2698,0
6708,2699,0
6710,2700,0
6721,2542,0
6722,2542,0
6761,2704,0
6762,2705,0
6804,2709,0
6805,2710,0
6821,2711,0
6822,2712,0
6823,2713,0
6824,2714,0
6841,946,0
6842,2708,0
6843,2715,0
6844,2708,0
6845,2716,0
6921,856,0
6922,857,0
6961,2718,0
6962,2719,0
6963,2731,0
6964,2721,0
6981,1846,0
6983,2723,0
6984,2732,0
7003,2838,0
7021,2718,0
7022,2722,0
7023,2722,0
7024,2718,0
7025,2725,0
7028,2717,0
7029,2726,0
7041,2726,0
7042,2729,0
7043,2720,0
7044,2727,0
7045,2730,0
7046,2728,0
7061,2733,0
7062,2734,0
7063,2735,0
7064,2736,0
7065,2736,0
7066,2737,0
7067,2764,0
7068,2738,0
7069,2736,0
7070,2738,0
7081,2740,0
7082,2741,0
7101,2742,0
7102,2743,0
7121,2744,0
7122,2745,0
7123,2746,0
7124,2747,0
7141,2748,0
7142,2749,0
7161,2750,0
7162,2751,0
7163,2752,0
7164,2753,0
7165,2754,0
7166,2755,0
7167,2756,0
7168,2752,0
7169,2753,0
7170,2754,0
7171,2755,0
7172,2756,0
7181,2757,0
7201,2758,0
7202,2759,0
7221,2760,0
7222,2761,0
7223,2762,0
7224,2763,0
7241,906,0
7261,1290,0
7281,2237,0
7282,2239,0
7301,2765,0
7302,2766,0
7321,522,0
7361,2546,0
7362,2544,0
7363,2543,0
7364,2450,0
7365,2541,0
7366,2452,0
7367,2537,0
7368,2538,0
7383,881,0
7384,2540,0
7401,2443,0
7402,2445,0
7441,1118,0
7461,2456,0
7462,2547,0
7463,2701,0
7481,2767,0
7482,2768,0
7486,2381,0
7487,2385,0
7488,2391,0
7489,2393,0
7490,2399,0
7491,2401,0
7492,2405,0
7493,2406,0
7494,2702,0
7495,2769,0
7496,2770,0
7497,2771,0
7498,3413,0
7499,3416,0
7500,3410,0
7501,3411,0
7502,3415,0
7503,3409,0
7504,3412,0
7505,3414,0
7506,3408,0
7507,2772,0
7508,2773,0
7509,2774,0
7521,2775,0
7522,2776,0
7541,2777,0
7561,2778,0
7562,2779,0
7563,2780,0
7564,2781,0
7581,2785,0
7582,2786,0
7583,2787,0
7601,2788,0
7602,2789,0
7603,2790,0
7604,2791,0
7621,2792,0
7622,2793,0
7623,2794,0
7624,2795,0
7625,2796,0
7626,2797,0
7627,2798,0
7628,2799,0
7629,2800,0
7630,2801,0
7631,2802,0
7632,2803,0
7633,2804,0
7634,2805,0
7635,2806,0
7636,2807,0
7637,2808,0
7638,2809,0
7639,2810,0
7640,2811,0
7641,2812,0
7642,2813,0
7643,2814,0
7644,2830,0
7645,2815,0
7646,2816,0
7647,2817,0
7648,2818,0
7649,2819,0
7650,2820,0
7651,2821,0
7652,2822,0
7653,2823,0
7654,2824,0
7655,2825,0
7656,2826,0
7657,2827,0
7658,2828,0
7659,2829,0
7667,2831,0
7668,2832,0
7670,2809,0
7681,2833,0
7682,2833,0
7701,2834,0
7702,2835,0
7703,2836,0
7704,2837,0
7721,2724,0
7722,2839,0
7723,2840,0
7724,2841,0
7727,2842,0
7728,2843,0
7729,2844,0
7730,2845,0
7731,2846,0
7732,2847,0
7733,2848,0
7734,2849,0
7741,2850,0
7761,2851,0
7781,2852,0
7782,2853,0
7783,2854,0
7784,2855,0
7785,2919,0
7786,2920,0
7787,2921,0
7788,2856,0
7789,2856,0
7790,70973,0
7791,2882,0
7792,2862,0
7793,2883,0
7794,2884,0
7795,2885,0
7798,2863,0
7799,2864,0
7800,2865,0
7802,2866,0
7803,2868,0
7804,2870,0
7805,2872,0
7807,2867,0
7808,2869,0
7809,2871,0
7810,2899,0
7811,2873,0
7813,2890,0
7814,2891,0
7815,2857,0
7816,2858,0
7817,2892,0
7818,2893,0
7820,2886,0
7821,2887,0
7822,2888,0
7823,2889,0
7824,2880,0
7826,2874,0
7827,2876,0
7828,2859,0
7829,2860,0
7830,2861,0
7831,2878,0
7833,2875,0
7834,2877,0
7835,2879,0
7836,2881,0
7839,2894,0
7840,2895,0
7841,2896,0
7842,2897,0
7843,2898,0
7844,2900,0
7845,2901,0
7846,2902,0
7847,2903,0
7848,2912,0
7849,2904,0
7850,2905,0
7861,2906,0
7862,2907,0
7863,2913,0
7864,2913,0
7865,2913,0
7866,2910,0
7867,2910,0
7868,2910,0
7869,2908,0
7870,2909,0
7871,2856,0
7872,2856,0
7873,2856,0
7874,2856,0
7875,2856,0
7876,2856,0
7877,2911,0
7904,2914,0
7905,2916,0
7908,2899,0
7926,2915,0
7961,2917,0
7962,2918,0
8041,2922,0
8042,2923,0
8043,2924,0
8044,2925,0
8045,2926,0
8046,2927,0
8047,2928,0
8048,2929,0
8049,2930,0
8050,2931,0
8051,2932,0
8052,2933,0
8053,2981,0
8054,2985,0
8055,2986,0
8056,2975,0
8057,2977,0
8058,2988,0
8059,2997,0
8060,2991,0
8061,2994,0
8062,2980,0
8063,2982,0
8064,2978,0
8065,2979,0
8066,2976,0
8067,2972,0
8068,2992,0
8069,2993,0
8070,2995,0
8071,2996,0
8072,2983,0
8073,2984,0
8074,2974,0
8075,2973,0
8076,2998,0
8077,2999,0
8078,2989,0
8079,2990,0
8080,2934,0
8101,2935,0
8102,2936,0
8103,2937,0
8104,2938,0
8105,2939,0
8106,2940,0
8107,2941,0
8108,2942,0
8109,2943,0
8110,2944,0
8111,2945,0
8112,2946,0
8113,2947,0
8114,2948,0
8115,2949,0
8116,2950,0
8117,2951,0
8118,2952,0
8119,2953,0
8120,2939,0
8121,2948,0
8122,2949,0
8123,2954,0
8141,2955,0
8142,2956,0
8143,2957,0
8144,2958,0
8145,2959,0
8146,2960,0
8147,2961,0
8148,2962,0
8149,2964,0
8150,2963,0
8151,3000,0
8152,2970,0
8153,2965,0
8154,2934,0
8155,2934,0
8156,2934,0
8160,2954,0
8161,2954,0
8162,2954,0
8166,2939,0
8167,2939,0
8168,2939,0
8169,2939,0
8170,2939,0
8171,2939,0
8181,2966,0
8182,2967,0
8183,2968,0
8193,70405,0
8201,2969,0
8227,2971,0
8230,2987,0
8231,3001,0
8232,3002,0
8233,3003,0
8234,3004,0
8235,3005,0
8236,3006,0
8237,3007,0
8240,3008,0
8247,3011,0
8248,3012,0
8249,71706,0
8250,1039,0
8251,3009,0
8252,3010,0
8253,3013,0
8254,3014,0
8255,3015,0
8256,3016,0
8257,3017,0
8258,3019,0
8259,3019,0
8260,3020,0
8261,3020,0
8262,3020,0
8263,3021,0
8264,3021,0
8265,3021,0
8266,3022,0
8268,3023,0
8271,3024,0
8272,3025,0
8273,3026,0
8274,3027,0
8275,3028,0
8276,3029,0
8277,3030,0
8278,3031,0
8279,3032,0
8280,3033,0
8281,3034,0
8282,3035,0
8283,3036,0
8284,3037,0
8285,3038,0
8286,3039,0
8287,3040,0
8288,3041,0
8290,2856,0
8291,2856,0
8294,2856,0
8295,2856,0
8297,2934,0
8299,2954,0
8301,3042,0
8303,3043,0
8304,3044,0
8305,3045,0
8306,3046,0
8307,3047,0
8308,3018,0
8309,3048,0
8310,3049,0
8311,3050,0
8312,3050,0
8313,3052,0
8314,3053,0
8315,3054,0
8316,3055,0
8317,3056,0
8318,3057,0
8320,3058,0
8321,3059,0
8322,3222,0
8323,3061,0
8331,3063,0
8332,3064,0
8341,3065,0
8343,3066,0
8348,3067,0
8349,3068,0
8351,3069,0
8352,3070,0
8361,3071,0
8365,3344,0
8366,3076,0
8367,3078,0
8368,3079,0
8369,3080,0
8370,3081,0
8371,3082,0
8372,3083,0
8373,3095,0
8374,3085,0
8375,3086,0
8376,3087,0
8377,3088,0
8378,3089,0
8379,3090,0
8380,3091,0
8381,3092,0
8382,3093,0
8393,3085,0
8394,3085,0
8395,3085,0
8396,3085,0
8399,3083,0
8400,3083,0
8401,3083,0
8402,3083,0
8403,3083,0
8409,1378,0
8410,1379,0
8411,3051,0
8412,3060,0
8413,3084,0
8414,3098,0
8415,3099,0
8416,3100,0
8417,3101,0
8418,3102,0
8419,3103,0
8420,3104,0
8421,3105,0
8422,3106,0
8423,3107,0
8424,3108,0
8425,3109,0
8426,3079,0
8427,3079,0
8428,3079,0
8429,3079,0
8430,3079,0
8436,3081,0
8437,3081,0
8438,3081,0
8439,3081,0
8444,1091,0
8445,1091,0
8446,3062,0
8447,3072,0
8458,1299,0
8459,432,0
8460,3343,0
8461,3353,0
8462,3350,0
8464,3355,0
8465,3357,0
8470,3253,0
8471,3254,0
8481,3347,0
8484,3227,0
8485,3228,0
8492,3359,0
8494,3361,0
8499,3363,0
8503,3365,0
8505,3367,0
8509,3118,0
8511,3368,0
8513,3120,0
8515,3121,0
8517,3122,0
8519,3123,0
8520,3124,0
8522,3125,0
8524,3126,0
8526,3127,0
8528,3128,0
8530,3129,0
8532,3130,0
8542,3131,0
8545,3133,0
8549,3135,0
8551,581,0
8552,585,0
8553,582,0
8554,584,0
8555,3136,0
8556,3154,0
8557,3151,0
8558,3132,0
8571,44228,0
8575,3137,0
8576,3138,0
8577,3139,0
8578,3140,0
8579,3141,0
8580,3142,0
8582,3143,0
8584,3144,0
8585,3145,0
8586,3146,0
8587,3147,0
8588,3148,0
8590,3156,0
8597,3157,0
8598,3159,0
8599,3160,0
8600,3161,0
8604,3163,0
8606,3164,0
8607,3165,0
8609,3166,0
8611,3167,0
8613,3168,0
8615,3169,0
8617,3170,0
8619,3179,0
8620,3172,0
8635,3185,0
8636,3182,0
8642,3183,0
8643,3177,0
8644,3186,0
8645,3180,0
8646,3176,0
8647,3171,0
8648,3173,0
8649,3187,0
8650,3184,0
8651,3178,0
8652,3175,0
8653,3174,0
8654,3181,0
8670,3197,0
8671,3196,0
8672,3200,0
8673,3188,0
8674,3204,0
8675,3198,0
8676,3202,0
8677,3189,0
8678,3195,0
8679,3192,0
8680,3203,0
8681,3201,0
8682,3199,0
8683,3190,0
8684,3191,0
8685,3194,0
8686,3193,0
8688,3263,0
8689,3151,0
8690,3151,0
8691,3151,0
8692,3151,0
8693,3151,0
8694,3151,0
8695,3151,0
8696,3151,0
8697,3154,0
8698,3154,0
8699,3154,0
8700,3154,0
8701,3154,0
8702,3154,0
8703,3154,0
8704,3154,0
8705,3132,0
8706,3132,0
8707,3132,0
8708,3132,0
8709,3132,0
8710,3132,0
8711,3132,0
8712,3132,0
8713,3220,0
8714,3213,0
8715,3207,0
8716,3219,0
8717,3214,0
8718,3209,0
8719,3208,0
8720,3218,0
8721,3221,0
8722,3212,0
8723,3216,0
8724,3215,0
8725,3217,0
8726,3210,0
8727,3211,0
8728,3205,0
8729,3206,0
8730,3223,0
8733,3117,0
8734,3224,0
8735,3225,0
8736,3226,0
8741,3229,0
8742,3230,0
8743,3231,0
8744,3342,0
8745,3232,0
8746,3348,0
8747,3233,0
8748,3234,0
8749,3235,0
8750,3236,0
8751,3237,0
8752,3247,0
8753,3239,0
8754,3240,0
8755,3241,0
8756,3242,0
8757,3246,0
8758,3238,0
8759,3243,0
8760,3244,0
8761,3245,0
8762,3349,0
8763,3346,0
8767,3351,0
8768,3354,0
8769,3356,0
8788,3352,0
8791,3158,0
8792,3248,0
8793,3248,0
8794,3248,0
8795,3249,0
8796,3249,0
8797,3249,0
8798,3250,0
8799,3358,0
8800,3251,0
8801,3134,0
8802,3252,0
8803,3360,0
8827,3362,0
8828,3364,0
8857,3255,0
8858,3256,0
8859,3257,0
8860,3366,0
8861,3366,0
8862,3262,0
8866,3258,0
8867,3259,0
8868,3260,0
8869,2337,0
8870,3312,0
8871,3312,0
8872,3312,0
8873,3312,0
8874,3312,0
8875,3312,0
8883,3261,0
8897,3629,0
8898,3629,0
8899,3629,0
8900,3267,0
8901,3267,0
8902,3267,0
8903,3266,0
8904,3266,0
8905,3265,0
8906,3265,0
8907,3265,0
8908,3265,0
8909,3265,0
8910,3265,0
8911,3265,0
8912,3265,0
8913,3269,0
8914,3269,0
8915,3269,0
8916,3269,0
8917,3269,0
8918,3269,0
8919,3269,0
8920,3269,0
8921,3283,0
8922,3268,0
8923,3270,0
8924,3271,0
8925,3272,0
8926,3273,0
8927,3274,0
8928,3275,0
8929,3394,0
8930,3395,0
8931,3273,0
8932,3273,0
8933,3273,0
8934,3273,0
8935,3273,0
8936,3273,0
8937,3273,0
8938,3274,0
8939,3274,0
8940,3274,0
8941,3274,0
8942,3274,0
8943,3274,0
8944,3274,0
8945,3278,0
8946,3279,0
8947,3280,0
8948,3281,0
8949,3282,0
8950,3284,0
8951,3285,0
8952,3285,0
8953,3285,0
8954,3285,0
8955,3285,0
8956,3285,0
8957,3285,0
8958,3285,0
8959,3285,0
8960,3286,0
8961,1595,0
8962,3287,0
8963,3287,0
8964,3287,0
8965,3287,0
8966,3370,0
8967,3370,0
8968,3370,0
8969,3370,0
8970,3372,0
8973,3373,0
8977,3276,0
8978,3277,0
8979,3389,0
8980,3390,0
8982,3391,0
8983,3392,0
8984,3393,0
8985,3374,0
8986,3374,0
8987,3374,0
8988,3374,0
8989,3375,0
8990,3375,0
8991,3375,0
8992,3375,0
8994,3376,0
8995,3377,0
8996,3378,0
8997,3379,0
8998,3379,0
8999,3380,0
9000,3380,0
9001,3380,0
9002,3380,0
9003,3380,0
9004,3380,0
9005,3380,0
9006,3380,0
9007,3381,0
9008,3381,0
9009,3381,0
9010,3381,0
9011,3381,0
9012,3381,0
9013,3381,0
9014,3381,0
9015,3396,0
9016,3285,0
9017,3285,0
9018,3285,0
9019,3285,0
9020,3285,0
9021,3285,0
9022,3285,0
9023,3382,0
9024,3383,0
9025,3384,0
9026,3385,0
9027,3386,0
9028,3387,0
9029,3388,0
9030,3284,0
9031,3284,0
9032,3286,0
9033,3397,0
9051,3406,0
9052,3519,0
9053,3407,0
9063,3405,0
9065,3287,0
9085,3439,0
9120,3422,0
9121,3423,0
9122,3423,0
9123,3423,0
9124,3424,0
9126,3425,0
9128,3426,0
9131,3428,0
9136,3432,0
9141,3436,0
9153,3448,0
9154,3449,0
9229,3486,0
9230,3487,0
9232,3488,0
9233,3489,0
9234,3490,0
9235,3491,0
9236,3492,0
9237,3657,0
9238,3495,0
9239,3494,0
9240,3493,0
9241,3498,0
9242,3497,0
9243,3496,0
9244,3499,0
9245,3501,0
9246,3500,0
9247,3502,0
9248,3503,0
9250,3504,0
9251,3505,0
9257,3511,0
9260,3513,0
9261,3514,0
9262,3515,0
9263,3516,0
9264,3517,0
9265,3518,0
9269,3511,0
9270,3511,0
9271,3511,0
9272,3520,0
9292,3538,0
9295,3673,0
9299,3669,0
9300,3672,0
9301,3670,0
9302,3671,0
9304,3679,0
9310,3548,0
9319,3608,0
9322,3584,0
9323,3585,0
9324,3635,0
9325,3588,0
9326,3587,0
9330,3580,0
